,0
PIACGT,0.0
PROSTGE1t,0.0
PROSTGE2t,10.55311399
PIK4n,
PIK5n,
PIPLC,12.35361343
PIPLCn,0.0
PIter,0.0
PItg,
PItn,
PItx,
PLA2_2,10.69255347
PLA2_2e,10.64061238
PMI12346PH,11.6980582
PNTEH,0.0
PPA2,
PPAer,10.71142049
PPAm,10.3149519
PPAP,
PPD2CSPp,
PPDOy,11.69599167
PPItr,
PPMI12346Ptn,
PPOR,
PPPG9tm,
PPPGOm,9.684394645
PRASCSi,10.99473533
PRDXl,
PRGNLONESULT,
PRGNLONEtr,
PRGSTRNt,
PRISTCOAtx,
PRISTtx,
PROD2m,
PROSTGE2t2,
PROSTGE2t3,0.0
PROSTGI2t,
PROt4,13.04673093
PROtm,
PSFLIP,11.75474758
PSFLIPm,11.75474758
PTDCACRNCPT2,0.0
PTE4x,
PTRCOX1,0.0
PVD3,
PYDXK,12.53045763
PYDXPP,
PYNP2r,10.45371025
PYRt2p,10.76399968
QUILSYN,
RADH2,
RADH3,
RAI1,
RAI2,
RAI3,
RAI4,
RAtn3,
RBK_Dr,0.0
RDH1,0.0
RDH1a,10.82659132
RDH2,
RDH2a,10.82659132
RDH4,
RETFA,
RETFAt,
RETFAt1,
RETH2e,
RETHe,
RETNGLCt2r,
RETNGLCtr,
RETNtr2,
RIBt,
RIBt2,
RNMK,9.778371983
RTOTAL3CRNCPT2,0.0
S23Tg,11.44267889
S2L2N2M2MASNtly,
S2T1g,0.0
S2T3g,0.0
S2T4g,10.13565503
S2TASE1ly,13.82396144
S2TASE2ly,13.82396144
S2TASE3ly,13.82396144
S2TASE5ly,
S3TASE3ly,
S4T2g,9.791366045
S4T3g,9.791366045
S4T4g,
S4T5g,
S4T6g,9.791366045
S4TASE1ly,0.0
S4TASE2ly,0.0
S4TASE3ly,0.0
S4TASE4ly,0.0
S6T18g,9.454803411
S6T1g,0.0
S6T20g,9.454803411
S6T21g,9.454803411
S6T24g,9.454803411
S6T25g,
ST3GAL61g,0.0
S6T2g,0.0
S6T3g,9.454803411
S6TASE11ly,12.5249911
S6TASE14ly,12.5249911
S6TASE15ly,12.5249911
S6TASE16ly,12.5249911
S6TASE17ly,12.5249911
S6TASE1ly,12.5249911
S6TASE21ly,12.5249911
S6TASE24ly,12.5249911
S6TASE25ly,9.895090223
S6TASE26ly,12.5249911
S6TASE2ly,12.5249911
S6TASE3ly,12.5249911
S6TASE5ly,9.895090223
S6TASE6ly,9.895090223
S6TASE8ly,9.895090223
SACCD3m,0.0
SADT,10.71119077
SALMCOM,11.74075134
SALMCOM2,
SARCStp,
SBPP3er,9.631715171
SBTD_D2,
SBTR,11.69599167
SCP2x_1,11.79652882
Ser_Thrtg,
SERASNNaEx,10.04554607
SERGLYexR,12.37007518
SERLYSNaex,0.0
SERTHRNaEx,10.60231059
SERtN1,
SFGTHi,11.64808068
SGALSIDEtg,
SGALSIDEtl,
SGPL12r,10.93765286
SIAASE2ly,9.895090223
SIAASE4ly,9.895090223
SLCBK1,9.9458735
SLDt,
SMPD3g,0.0
SMS,10.21863296
SO4t4_2,
SO4tl,
SPH1Pter,
SPHINGStl,
SPHINGStr,
SPHK21c,9.9458735
SPHMYLNtg,
SPMDOX,
SPODMe,10.19424337
SPR,0.0
SQLEr,9.686674707
SQLSr,12.35519207
SR5AR2r,0.0
SR5ARr,0.0
SRTNACT,
SRTNt6_2_r,0.0
SRTNtu,
ST3GAL21g,10.52936985
ST3GAL22g,10.52936985
ST3GAL23g,10.52936985
ST3GAL31g,
ST6GALNAC21,0.0
ST6GALNAC22,0.0
ST6GALNAC23,0.0
ST6GALNAC26,0.0
ST6GALNAC27,0.0
ST6GALNAC28,0.0
ST6GALNAC31_1,
ST6GALNAC62,
ST8SIA12,0.0
ST8SIA51g,
ST8SIA52g,
ST8SIA53g,
ST8SIA56g,
STCOAtx,
STRDNCCPT1,11.45543701
STRDNCt,
STS1,9.806969672
STS2,9.806969672
STS2r,9.806969672
SUCCtp,
SUCD1m,11.60408152
SULFOX,10.10699172
T4HCINNMFM,
TAGAT_Dt,
TAURt4_2_r,11.73043886
TAXOLte,
TCHOLAt,9.877406773
TCYNTtm,
TDCHOLAtx,
TDPm,
TETHEX3COAtx,
TETHEX3t,
TETPENT3CPT1,11.45543701
TETPENT6COAtx,
TETPENT6CPT1,11.45543701
TETPENT6CRNt,9.919275019
TETTET6CPT2,0.0
THCHOLSTOICtm,
THD1m,11.80294366
THFtm,
THMDt4,
THMMPt4_1,10.02878761
THMMPtm_cho,
THMt2m,
THMTP,
THMTPt_1,10.02878761
THRCYSNaEx,10.60231059
THRGLNNaEx,10.04554607
THRGLYexR,12.37007518
THRSERNaEx,10.60231059
THYMDtl,0.0
THYMDtm,11.4171518
THYOXt,9.877406773
THYPX,
TMABADH,11.6549622
TMDK1m,10.09237395
TMLYSOX,
TMNDNCCOAtx,
TMNDNCCPT1,11.45543701
TMNDNCCRNt,9.919275019
TMNDNCt,
TRDR2,11.83770798
TRIODTHYSUFt,
TRIODTHYSULT,9.65486042
TRPHYDRO2,
TRPO2,
TRPt4,
TRYPTAOX,11.92817258
TSTSTERONEGLCte,10.81957497
TSTSTERONEGLCtr,
TSTSTERONESte,
TSTSTERONESULT,
TSTSTERONEt,
TSTSTERONEtr,
TSULt4_3,
TTDCAtr,
TTDCPT2,0.0
TTDCRNt,9.919275019
TXA2tr,
TYRASE,
TYRDOPO,
TYROXDAc,11.92817258
UAG2EMA,10.17502404
UAGALDP,
UDPACGALtl,
UDPGALtg,9.451669584
UDPGD,9.718205399
UDPGLCAtg,
UDPGLCter,
UDPGLDCg,10.28756239
UDPGNP,
UDPGP,0.0
UDPtl,
UDPXYLter,
UDPXYLtg,
UGALGTg,12.2423209
UGCG,10.89241091
UGT1A10r_1,
UGT1A1r,
UGT1A2r,
UGT1A4r,
UGT1A6r,
UGT1A8r,
UGT1A9r,
UMPK3,12.22107625
UMPK4,12.22107625
UMPK4n,12.22107625
UMPK5,12.22107625
UMPK6n,12.22107625
UMPK7,12.22107625
UMPK7n,12.22107625
UMPKn,12.22107625
UMPtr,
URATEt,
UREAt5,
UREAtm,
URIt,11.4171518
Uritn,
UROLACer,
UTPtn,
VITD3t,
VLCS2p,0.0
VLCSp,
WHTTDCAte,
XAOx,
XOL27OHtm,
XOL7AH2tm,
XOLDIOLONEt,
XOLESTte,
XOLTRI24te,
XOLTRI25tc,
XOLTRI25te,
XOLTRIOLtm,
XYLK,0.0
XYLTer,10.07551753
XYLTt,
XYLUR,11.26226522
YVITEt,
EX_4abutn_e,
EX_acmana_e,
EX_ahdt_e,
EX_dgmp_e,
EX_dgtp_e,
EX_dha_e,
EX_dhap_e,
EX_dttp_e,
EX_isomal_e,
EX_HC00250_e,
EX_HC01361_e,
EX_HC01440_e,
EX_HC01446_e,
EX_HC01577_e,
EX_HC02160_e,
EX_orot_e,
EX_udpg_e,
r0009,12.07557287
r0013,10.61622316
r0016,15.56286543
GDR,11.16281721
r0023,13.5157354
NOS2,0.0
r0027,11.83770798
NDP1,11.12980271
ACOAHim,
r0074,10.801185
r0083,12.9099006
r0086,10.08777783
r0113,10.17502404
NTPP2,9.992589664
GTHRDH_syn,9.814483505
GGTAe2,9.814483505
r0139,11.12980271
r0142,10.10699172
r0149,11.12980271
r0156,
SPTc,
PYK2,
r0166,9.992589664
SSALxm,10.49257948
ITPH2,11.12980271
r0202,0.0
MAN1PT,10.18706059
DHFR2i,
r0242,0.0
r0246,11.69599167
r0249,9.546406578
GMPR,11.21283627
r0287,11.8535092
GMPS,
ACOAR7m,9.592739193
r0310,14.28078193
r0311,13.02973104
r0319,
r0330,
r0354,13.19261797
r0355,13.19261797
r0358,13.19261797
r0361,13.19261797
r0381,
r0383,11.18894259
PYDXNO,0.0
r0390_1,
HXAND,
PHETHPTOX,
r0402,0.0
r0403,
r0407,16.46778739
r0408,12.88855949
r0409,12.88855949
r0410,9.992589664
r0425,12.9099006
r0433_1,0.0
r0434,0.0
r0437,0.0
r0438,0.0
r0441,0.0
r0451,13.53609665
r0463,10.71042413
r0465_1,
RNTR1,10.42268247
RNTR2,10.42268247
r0480,
r0483,10.80847916
HMGCOAR,10.86161026
r0494,11.12980271
r0497,11.12980271
r0511,13.00970596
r0514,
THFATm,10.25494039
SPHPL,10.93765286
r0546,0.0
BETALDHx,10.5457746
r0557,12.34561639
r0558,
r0568,9.599705207
r0571,
r0573,0.0
r0579,11.44314427
DNADDP,
DPCOAPP,
AASAD3,10.5457746
r0610,12.88855949
HPROx,0.0
HPROxm,0.0
HPROb,0.0
r0627,0.0
r0629,
r0630,
r0633,9.592739193
r0637,0.0
r0642,13.8266923
AM6SAD,
r0647,
r0648,9.814483505
r0650,0.0
ACACT7m,11.8535092
r0656,10.35308919
ECOAH5p,0.0
PRAIS,10.60956354
r0669,0.0
r0670,9.468958627
r0672,
r0688,13.8266923
r0698,11.8535092
r0706,
r0716_1,0.0
r0717,0.0
HACD6m,0.0
r0721,0.0
HACD5p,0.0
ACACT5m,11.8535092
ECOAH4p,0.0
r0730,0.0
r0731,0.0
r0734,0.0
r0737,
r0743,12.2005521
r0744,12.2005521
r0750,
r0755,0.0
r0756,0.0
r0774,11.19619416
LNS14DMr,0.0
r0782,
r0784,
r0786,10.93765286
SBPP1,9.631715171
r0788,
r0789,
r0797,
r0801,13.14004598
r0812,0.0
r0819,0.0
r0822,0.0
r0829,0.0
r0830,0.0
r0836,0.0
r0839,
r0840,
r0841,
r0842,
r0845,9.548279072
r0859,
r0870,
r0885,0.0
r0892,
r0899,
r0907,
r0908,
r0909,
MALICITtm,11.02135223
r0915,11.02135223
r0921,
r0924,
r0926,
r0932,
r0936,
r0937,
r0940,
r0942,12.68163311
SPMDtex2,
r0954,10.76399968
r0960,
r0962,
r0975,
r0983,0.0
r0984,0.0
r0986,
r0987,
r0989,
r0994,
r0997,0.0
CARN1619Zt_m,
r1002,
r1005,
r1007,
r1008,
r1013,
r1014,
r1017,
r1028,
r1029,
r1043,
r1044,
r1045,
r1051,
CITt2r,
CITt4_1,11.02135223
r1117,
r1134,
r1143,
GLUt4,
r1148,
r1150,
r1155,10.76399968
r1162,
r1163,
r1164,9.967857834
r1167,9.967857834
r1170,9.967857834
r1175,10.89375285
r1177,10.89375285
r1179,10.89375285
r1182,10.89375285
r1251,13.02973104
r1252,13.02973104
r1253,13.02973104
r1254,13.02973104
r1260,13.02973104
r1262,13.02973104
PPCOAtm,
r1292,
r1298,
r1304,
r1364,
r1365,
r1374,0.0
r1375,
r1378,11.75056003
r1382_1,11.11065311
r1383_1,0.0
r1384,
r1392,10.68078097
r1400,
HCO3Ee,11.40679209
r1421,
PIt,
r1428,
ALAtmi,
r1435,
r1437,
ACOAO5p,11.72369307
ACOAO4p,11.72369307
r1448,11.72369307
r1449,11.72369307
r1450,11.72369307
PHEt2m,
r1456,
r1467,
r1468,
r1487,13.02973104
GTHRDt2,
r1495,
r1497,
r1498,
r1499,
r1502,
r1503,
r1515,10.35567385
r1518,10.35567385
r1519,10.35567385
r1520,10.35567385
r1525,10.35567385
r1530,12.07935767
r1531_1,12.07935767
r1533_1,12.07935767
r1536,0.0
r1540,11.73043886
r1547,11.05018782
r1548,11.05018782
r1549,11.05018782
r1552,11.05018782
r1553,11.05018782
r1554,11.05018782
r1556,11.05018782
r1557,11.05018782
r1560,11.05018782
r1561,11.05018782
r1562,11.05018782
r1564,11.05018782
r1565,11.05018782
r1567,11.05018782
r1568,11.05018782
r1571,11.05018782
r1578,11.05018782
r1579,11.05018782
r1581,11.05018782
r1584,11.05018782
r1585,11.05018782
r1586,11.05018782
r1587,11.05018782
r1588,11.05018782
r1589,11.05018782
r1590,11.05018782
r1591,11.05018782
r1593,11.05018782
r1594,11.05018782
r1595,11.05018782
r1597,11.05018782
r1603,11.05018782
r1604,11.05018782
r1610,11.05018782
r1611,11.05018782
r1612,11.05018782
r1613,11.05018782
r1615,11.05018782
r1616,11.05018782
r1617,11.05018782
TYRPHELAT2tc,11.05018782
CYSPHELAT2tc,11.05018782
r1621,11.05018782
ASNPHELAT2tc,11.05018782
VALPHELAT2tc,11.05018782
THRPHELAT2tc,11.05018782
ILEPHELAT2tc,11.05018782
r1629,11.05018782
r1630,11.05018782
r1631,11.05018782
r1632,11.05018782
r1634,11.05018782
r1637,11.05018782
r1641,11.05018782
r1645,11.05018782
ILELAT1tc,11.05018782
r1648,11.05018782
r1649,11.05018782
r1652,11.05018782
r1657,11.05018782
r1659,11.05018782
r1661,11.05018782
r1666,9.959781668
r1671,9.959781668
r1673,9.959781668
r1674,9.959781668
r1676,9.959781668
r1678,9.959781668
r1680,9.959781668
r1685,9.959781668
r1686,9.959781668
r1692,9.959781668
r1693,9.959781668
r1696,9.959781668
r1700,9.959781668
r1701,9.959781668
r1705,9.959781668
r1706,9.959781668
r1707,9.959781668
r1710,9.959781668
r1717,9.959781668
r1722,9.959781668
r1723,9.959781668
r1726,9.959781668
r1731,9.959781668
r1732,9.959781668
r1736,9.959781668
r1744,9.959781668
r1745,9.959781668
r1746,9.959781668
r1747,9.959781668
r1748,9.959781668
r1750,9.959781668
r1752,9.959781668
r1753,9.959781668
r1754,9.959781668
r1755,9.959781668
r1758,9.959781668
r1762,9.959781668
r1763,9.959781668
r1764,9.959781668
r1766,9.959781668
r1768,9.959781668
r1771,9.959781668
r1774,9.959781668
r1778,9.959781668
r1779,9.959781668
r1781,9.959781668
r1783,9.959781668
r1784,9.959781668
r1786,9.959781668
r1789,9.959781668
r1790,9.959781668
r1791,9.959781668
r1792,9.959781668
r1796,9.959781668
r1797,9.959781668
r1798,9.959781668
r1799,9.959781668
r1805,9.959781668
r1806,9.959781668
r1809,9.959781668
r1811,9.959781668
r1814,9.959781668
r1817,9.959781668
r1818,9.959781668
r1820,9.959781668
r1821,9.959781668
r1822,9.959781668
r1823,9.959781668
r1824,9.959781668
r1827,9.959781668
r1829,9.959781668
r1830,9.959781668
r1832,9.959781668
r1833,9.959781668
r1836,9.959781668
r1837,9.959781668
r1841,9.959781668
r1842,9.959781668
r1846,9.959781668
r1847,9.959781668
r1848,9.959781668
r1851,9.959781668
r1853,9.959781668
r1854,9.959781668
r1855,9.959781668
r1857,9.959781668
r1858,9.959781668
r1860,9.959781668
r1861,9.959781668
r1864,9.959781668
r1865,9.959781668
r1867,9.959781668
r1874,9.959781668
r1876,9.959781668
r1877,9.959781668
r1880,9.959781668
r1881,9.959781668
r1882,9.959781668
r1885,9.959781668
r1887,9.959781668
r1889,9.959781668
r1890,9.959781668
r1892,9.959781668
r1893,9.959781668
r1898,9.959781668
r1899,9.959781668
r1900,9.959781668
r1901,9.959781668
r1903,9.959781668
r1904,9.959781668
r1905,9.959781668
r1907,9.959781668
r1908,9.959781668
r1910,9.959781668
r1912,9.959781668
r1916,9.959781668
r1918,9.959781668
r1920,9.959781668
r1921,9.959781668
r1925,9.959781668
r1928,9.959781668
r1932,9.959781668
r1935,9.959781668
r1940,9.959781668
r1944,9.959781668
r1945,9.959781668
r1948,9.959781668
r1949,9.959781668
r1951,9.959781668
r1954,9.959781668
r1957,9.959781668
r1961,9.959781668
r1962,9.959781668
r1963,9.959781668
r1964,9.959781668
r1965,9.959781668
r1967,9.959781668
r1970,9.959781668
r1972,9.959781668
r1974,9.959781668
r1976,9.959781668
r1980,9.959781668
r1981,9.959781668
r1983,9.959781668
r1984,9.959781668
r1985,9.959781668
r1986,9.959781668
r1987,9.959781668
r1989,9.959781668
r1997,
r2000,
r2001,
r2003,
r2004,
r2005,
r2007,
r2011,
r2013,
r2014,
r2016,
r2017,
r2018,
r2021,
r2023,
r2026,
r2030,
r2031,
r2032,
r2035,
r2036,
r2038,
r2039,
r2040,
r2041,
r2046,
r2047,
r2048,
r2049,
r2050,
r2051,
r2055,
r2056,
r2058,
r2060,
r2063,
r2065,
r2067,
r2068,
r2071,
r2073_1,9.532810277
r2080,10.76399968
r2081,10.76399968
r2084,10.76399968
r2085,10.76399968
r2086,10.76399968
r2087,10.76399968
r2088,10.76399968
r2089,10.76399968
r2090,10.76399968
r2092,10.76399968
r2093,10.76399968
r2094,10.76399968
r2096,10.76399968
r2100,10.76399968
r2101,10.76399968
r2104,10.76399968
r2106,10.76399968
r2108,10.76399968
r2111,10.76399968
r2113,10.76399968
r2114,10.76399968
r2115,10.76399968
r2120,10.76399968
r2121,10.76399968
r2122,10.76399968
r2123,10.76399968
r2125,10.76399968
r2126,10.76399968
r2130,10.76399968
r2133,10.76399968
r2139,
r2141,
r2146,
r2149,
r2150,
r2151,
r2153,
r2159,
r2164,
r2165,
r2166,
r2167,
r2172,
r2173,
r2175,
r2176,
r2177,
r2178,
r2179,
r2189,
r2191,
r2192,
r2193,
r2195,
r2196,
r2199,
r2201,
r2202,
r2204,
r2205,
r2206,
r2210,
r2211,
r2212,
r2213,
r2215,
r2217,
r2219,
r2226,
r2227,
r2228,
r2229,
r2230,
r2231,
r2233,
r2236,
r2237,
r2238,
r2239,
r2242,
r2244,
r2245,
r2246,
r2247,
r2248,
r2249,
r2250,
r2255,
r2256,
r2257,
r2258,
r2260,
r2264,
r2265,
r2266,
r2268,
r2273,
r2275,
r2276,
r2277,
r2278,
r2282,
r2283,
25HVITD2tin_m,
r2289,
r2293,
r2294,
r2297,
r2299,
r2300,
r2342,
r2301,
r2307,
r2309,
r2310,
r2313,0.0
r2315,0.0
r2317,0.0
r2321,0.0
r2324,0.0
r2325,0.0
r2331,0.0
r2332,0.0
r2333,0.0
r2334,0.0
r2439,0.0
r2335,0.0
r2341,
RE0512X,12.2005521
RE0567C,
SERt2r,10.158153
r2344,
r2347,
r2352,
RE0568C,14.27408853
r2354,
r2472,9.598795273
G6Pt6er,0.0
RE0569C,11.49322525
r2484,
r2486,
r2355,
r2357,
r2358,
r2487,
r2359,
r2488,
RE0569E,0.0
r2489,
r2491,
r2360,
r2362,
r2363,
r2366,
r2492,
r2493,
r2496,
r2369,
r2374,11.02135223
r2375,11.02135223
r2377,11.02135223
r2382,11.02135223
r2502,9.494318155
r2505,10.81957497
r2506,
r2509,
r2510,
r2384,11.02135223
r2385,11.02135223
r2512,
r2387,11.02135223
r2514,
r2388,11.02135223
r2515,
RE0570C,
r2516,10.76399968
r2517,10.83026326
r2396,
r2399,
r2400,
r2404,
r2518,10.83026326
RE0575C,
r2519,
r2520,11.81434957
r2405,
r2407,
GLNt,0.0
r2532,0.0
r2408,
RE0689E,
r2409,
r2411,
r2534,0.0
r2538,
EX_so3_e,
r2412,
r2419,0.0
RE0452M,
RE0690E,
RE0453C,
RE0453M,11.01035844
RE0456N,
RE1518X,11.72369307
RE1519X,11.72369307
RE1520M,13.55113112
RE1520X,0.0
RE1522M,13.55113112
RE0691C,
RE1522X,0.0
RE1526M,12.2005521
RE0908C,
RE1526X,12.2005521
RE1527M,12.2005521
RE1957R_1,12.54059248
RE0912C,
RE1527X,12.2005521
RE0915C,
RE1530M,10.09237395
RE1531M,13.55113112
RE0918C,
RE1533X,11.39618523
RE0958C,
RE1534M,13.55113112
RE1534X,11.39618523
RE1978C,
RE1050E,
RE2030M,
RE2034C,
RE1587C,
RE1630C,
RE1632C,
CYANSTm,10.30864841
RE1709C,
RE1804M,10.8292602
RE1807C,
RE2069C,
RE2078M,
RE2080C,
RE2111M,
RE2112R,
RE2122C,
RE2127C,
RE2130C,
RE1810M,
RE1826C,
RE1834M,10.11604279
STS3,9.806969672
RE1835C,
RE1845C,
RE2155C,
RE1898C,
STS3r,9.806969672
RE1901R,
RE1919C,
RE1134C,
STS4,9.806969672
RE1233C,
SPMDAT1,
SPMDAT2,
RE2223M,
AADSACYCL,
RE2240C,
RE2660C,
RE2273E,
RE1342C,
RE2296C,
RE2660N,10.62968031
RE2666C_1,
RE2346C,
RE2386C,
RE2405C,
RE1441R_1,12.54059248
RE2426C,
RE2427M,
RE2429M,
RE2445E,0.0
RE1516X,11.72369307
RE2526C,
RE2562C,
RE1517M,11.72369307
RE2563C,
RE3036C,0.0
RE2605C,
RE2625M,10.8292602
RE2626M,10.8292602
RE2635C,
RE2636C,
RE2644C,
RE2677E_1,
RE2677N_1,
RE2705C,
RE2717L,10.68474631
RE2814M,
RE2888C_1,13.74696791
RE2948C,
RE2649M,10.11604279
RE2651R,
RE2658C,
PYK6,15.32504641
RE2972M_1,12.54765299
RE3041C,0.0
RE2973N_1,11.24016426
RE2974N_1,
RE3044C,
RE2985X,11.72369307
RE2986X,0.0
RE2991X,12.2005521
RE2992M,10.89354575
RE3050R,
RE2998M,11.72369307
RE3076X,
RE2999M,10.89354575
RE3000M,12.53364658
RE3192M,13.55113112
RE3079X,
RE3001M,11.18557757
RE3081X,0.0
RE3002X,10.26380275
RE3005M,12.2005521
RE3010C,10.6025903
RE3010X,
RE3193M,13.55113112
RE3194M,13.55113112
RE3011R,
RE3013C,
RE3103C,11.49322525
RE3014R,
RE3016R,
RE3017R,
RE3201C,
RE3224C,11.49322525
RE3228C,
RE3231C,
RE3104C,
RE3232C,
RE3234C,
RE3108C,
RE3236C,
RE3237C,
RE3241C,11.49322525
RE3243C,
RE3432C,10.6025903
RE3434C,
RE3436C,
RE3437C,
RE3247M,11.72369307
RE3247X,11.72369307
RE3251C,
RE3251M,10.8292602
RE3252C,
RE3476C,10.6025903
RE3476M,
PI3PP,
RE3273R_1,9.4733572
RE3110C,11.49322525
RE3286C,
RE3287C,
RE3485C,
RE3486C,
RE3488C,
RE3288C,
RE3289C,
RE3490C,
RE3307C,10.6025903
RE3491C,
RE3346M,13.8266923
RE3113C,
RE3513C,
RE3513R,
RE3367E,
RE3520E,13.40672895
RE3114R,13.02973104
RE3524R,
RE3381C,0.0
RE3119C,
RE3411C_1,
RE3413C,
RE3525M,
RE3526C,0.0
RE3526M,
RE3565C,
RE3566C,
RE3567C,
RE3421R,
RE3422C,
EX_CE2250_e,
RE3570C,
EX_CE1935_e,
RE3587C,
EX_CE1943_e,
RE3597C,10.6025903
RE3120C,11.49322525
RE3597M,
RE3597X,
RE3122C,
RE3626M,11.72369307
RE3628M,10.89354575
EX_CE1939_e,
EX_CE2915_e,
EX_CE4722_e,
EX_CE4723_e,
EX_prostgh2_e,
RE3146R,13.02973104
EX_citr__L_e,
EX_HC00822_e,
EX_C02528_e,
EX_HC02192_e,
EX_HC02195_e,
EX_HC02191_e,
EX_HC02198_e,
EX_HC02203_e,
EX_HC02204_e,
EX_HC02205_e,
EX_HC02206_e,
EX_HC02207_e,
EX_HC02213_e,
EX_HC02217_e,
EX_arachcoa_e,
EX_coa_e,
EX_CE4724_e,
EX_malthp_e,
EX_CE2838_e,
EX_cynt_e,
EX_3ump_e,
EX_CE5786_e,
EX_CE5797_e,
EX_CE5787_e,
EX_CE5868_e,
EX_CE4881_e,
EX_CE5854_e,
EX_cdpea_e,
EX_CE5853_e,
EX_CE1925_e,
CITt4_4,
C12OHc,11.45543701
RE3153C,
HCO3_NAt,9.844888811
RE3156X,12.2005521
C141OHe,
INSTt4_2,
RE3165C,11.49322525
C142CPT1,11.45543701
C142OHc,11.45543701
RE3168C,
C14OHc,11.45543701
C162ACBP,11.77099044
PIt9,
RE3169C,
C16OHc,11.45543701
C182OHc,11.45543701
PROt4_2_r,
C18OHc,11.45543701
ACRNtp,9.919275019
HSD17B3r,
BIOMASS_reaction,
RE3170C,11.49322525
3HBCOARc,11.77099044
ADPCOACROT,0.0
RE3174C,11.49322525
ADPCOAPTE,9.708730191
C102CPT1,11.45543701
C3DCe,
C4CRNCPT2,0.0
RE3175C,
C4CRNe,
C4DCCACT,9.919275019
C10DCe,
C10OHc,11.45543701
RE3178M,13.55113112
C120CPT1,11.45543701
C121CPT1,11.45543701
C4DCe,
C4tcx,9.919275019
C4tmc,9.919275019
C51CPT1,11.45543701
C12DCTD,
C12DCe,
C5DCe,
C60CPT1,11.45543701
RE3179M,13.55113112
C6COAt,0.0
RE3180C,
FAOXC122m,10.89354575
C6DCCACT,9.919275019
C6DCc,11.45543701
C80CPT1,11.45543701
C81CRNe,
SK_dd2coa_c,
DDCRNe,
SK_decdicoa_c,
DOCOSACT,0.0
DOCOSACTDe,
DOCOSACTDr,
DOCOSCOAtxc,9.494318155
EX_3hdececrn_e,
EX_3ivcrn_e,
EX_3thexddcoacrn_e,
EX_c101crn_e,
EX_c10crn_e,
EX_c10dc_e,
EX_c12dc_e,
EX_c3dc_e,
DOCO13EFATP,9.865306947
FAOXC16C16OHm,13.55113112
EX_c4dc_e,
FAOXC123C102x,0.0
FAOXC16DCC14DCx,0.0
FAOXC16DCr,10.39618149
FAOXC16OHC16r,
FAOXC170150m,13.24696209
FAOXC181C181OHm,13.55113112
FAOXC123m,10.89354575
FAOXC182C162m,13.24696209
FAOXC183C163m,13.24696209
EX_c5dc_e,
FAOXC120100x,0.0
EX_c6crn_e,
EX_c8crn_e,
EX_decdicrn_e,
FAOXC184C163x,0.0
FAOXC184C164m,13.24696209
FAOXC184m,10.89354575
FAOXC185C164m,13.24696209
FAOXC18C18OHm,13.55113112
EX_docosac_e,
EX_docosdiac_e,
EX_dca_e,
FAOXC204C205x,11.72369307
FAOXC101C8x,0.0
FAOXC12DCC10DCx,0.0
FAOXC101x,10.26380275
FAOXC102C101m,11.18557757
FAOXC102C81m,11.2327939
FAOXC221C201x,0.0
FAOXC225C204m,13.24696209
FAOXC225C226m,14.28078193
FAOXC225C226x,11.72369307
FAOXC102C81x,0.0
FAOXC102m,10.89354575
FAOXC102x,10.26380275
FAOXC226C225m,11.18557757
FAOXC227C226m,11.18557757
FAOXC12DCc,11.45543701
FAOXC22C22DCHYr,
FAOXC22OHC22r,
FAOXC103C102m,11.18557757
FAOXC103C102x,0.0
FAOXC10C10OHm,11.18940977
FAOXC10080m,11.18940977
FAOXC10080x,0.0
FAOXC121C101m,11.18940977
FAOXC3DC,11.45543701
FAOXC4020m,10.7989507
FAOXC4C4DCc,11.45543701
FAOXC61m,10.89354575
FAOXC6C4x,0.0
FAOXC6DCC4DCx,0.0
EX_dchac_e,
FAOXC12DCx,0.0
FAOXC81C61m,11.18940977
FAOXC8C6m,11.18940977
FAOXC8DCC6DCx,0.0
FAOXC13BRC11BRx,0.0
FAOXC9C7m,11.18940977
FAOXOHC16C16DCc,11.62133008
FAOXOHC22C22DCc,11.62133008
STCOATxc,9.494318155
SUBERCROT,0.0
FAOXC13C11m,13.24696209
SUBERICACT,
SUCCCROT,0.0
FAOXC141C141OHm,13.55113112
TDCRNe,
FAOXC142C122m,13.24696209
SK_tetdec2coa_c,
SK_tetdece1coa_c,
TETDECE1CRNe,
TIGCRNe,
FAOXC142C122x,0.0
FAOXC143C123m,13.24696209
FAOXC143C123x,0.0
FAOXC140120m,13.24696209
FAOXC14C14OHm,13.55113112
FAOXC15ATPx,
34DHPHELAT1tc,11.05018782
4OHPROIMINOtc,
ALAALACNc,12.07052187
FAOXOHMC10DC10c,11.62133008
FAOXTC162TC142m,13.24696209
FAOXTC182TC162m,13.24696209
ALAALAPEPT1tc,
ALAyLATthc,9.959781668
FAOXC15BRC13BRx,0.0
ARGATB0tc,
FOAXC122C101x,0.0
FAOXC15NADx,11.62133008
ASNATB0tc,
BALAt2r,10.158153
HDCACBP,11.77099044
BGLUTDECHOe,
FAOXC161C141m,13.24696209
BTNTe,
FAOXC161C141x,0.0
CARPEPT1tc,
CYSSNAT5tc,
CYSTLEUrBATtc,
HEXDIACtr,
HEXDICOAACBPx,11.77099044
HIVCACBP,11.77099044
GALSGLT1le,
HIVCRNe,
FAOXC161C161OHm,13.55113112
HTDCACBP,11.77099044
HTDCRNe,
IVCOAACBP,11.77099044
GLNATB0tc,
GLYPHEPEPT1tc,
GUMDCHAe,
IVCRNe,
LGNCCOAtcx_1,9.494318155
GUMGCHLe,
NRVNCCOAtxc,9.494318155
